experiment,condition,mode,seed,step,oxygen,glucose,IFN_gamma,IL2,PD_L1,TGF_beta
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,5,0.072199,3.636213,0.00875,0.00225,0.066352,0.065798
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,6,0.06956,3.52218,0.00875,0.002132,0.056734,0.066855
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,7,0.066903,3.406365,0.007875,0.002021,0.049195,0.069478
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,8,0.064195,3.287042,0.007088,0.001916,0.04342,0.075866
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,9,0.061497,3.167378,0.006379,0.001816,0.038878,0.086318
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,10,0.058749,3.044387,0.073741,0.004596,0.117152,0.159109
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,11,0.056105,2.92552,0.073867,0.004348,0.098503,0.170402
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,12,0.053471,2.807001,0.066705,0.004113,0.083681,0.181841
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,13,0.050826,2.688206,0.06026,0.00389,0.071979,0.19319
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,14,0.048155,2.569501,0.054459,0.00368,0.062846,0.204006
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,15,0.045536,2.452612,0.149839,0.007531,0.091633,0.279957
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,16,0.043105,2.344387,0.155988,0.007485,0.078401,0.283587
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,17,0.040794,2.242266,0.152262,0.00744,0.067838,0.287136
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,18,0.038586,2.146547,0.149598,0.007395,0.059465,0.290236
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,19,0.036494,2.05496,0.145945,0.00735,0.05285,0.292774
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,20,0.034549,1.970064,0.234477,0.011181,0.062096,0.352278
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,21,0.032694,1.887826,0.237203,0.011114,0.054851,0.349297
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,22,0.030909,1.808486,0.231725,0.011047,0.049054,0.346714
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,23,0.029213,1.733623,0.224946,0.010981,0.044348,0.343723
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,24,0.027621,1.665629,0.218388,0.010915,0.040285,0.341032
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,25,0.026073,1.598083,0.281994,0.015851,0.050958,0.399215
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,26,0.024576,1.532315,0.283444,0.015765,0.045631,0.391379
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,27,0.023141,1.468841,0.277027,0.01568,0.041394,0.38378
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,28,0.021727,1.407157,0.27227,0.015595,0.037794,0.376174
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,29,0.020423,1.350423,0.266647,0.015512,0.034434,0.368486
treatment_anti_CTLA4_late,anti_CTLA4_late,deepseek,456,30,0.019185,1.293971,0.331493,0.020304,0.041607,0.417474
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,1,0.082785,4.083627,0.0,0.0,0.002509,0.005554
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,2,0.080154,3.974449,0.0,0.0,0.004649,0.010664
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,3,0.077526,3.864185,0.0,0.0,0.006449,0.015365
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,4,0.074867,3.75136,0.0,0.0,0.008058,0.01969
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,5,0.07221,3.637545,0.0,0.0,0.009422,0.023668
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,6,0.069517,3.520977,0.0,0.0,0.010699,0.027779
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,7,0.066808,3.40266,0.0,0.0,0.011835,0.034336
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,8,0.064073,3.282099,0.0,0.0,0.012909,0.043893
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,9,0.061328,3.160077,0.0,0.0,0.013877,0.05786
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,10,0.058547,3.035348,0.0,0.0,0.014825,0.074911
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,11,0.055743,2.908459,0.0,0.0,0.015743,0.093222
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,12,0.052948,2.78115,0.0,0.0,0.016559,0.112468
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,13,0.050161,2.654475,0.0,0.0,0.017284,0.130925
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,14,0.047403,2.529835,0.0,0.0,0.017889,0.14858
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,15,0.0447,2.407732,0.0,0.0,0.018456,0.164747
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,16,0.042113,2.291413,0.003494,0.0,0.01887,0.179757
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,17,0.039652,2.179637,0.004993,0.0,0.019228,0.193775
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,18,0.037303,2.073962,0.005771,0.0,0.019431,0.206732
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,19,0.035081,1.975144,0.009077,0.0,0.019565,0.218188
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,20,0.033009,1.884281,0.01362,0.0,0.019637,0.228112
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,21,0.031054,1.798523,0.015461,0.0,0.019673,0.236927
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,22,0.029254,1.72042,0.019796,0.0,0.019571,0.244497
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,23,0.027566,1.645329,0.020766,0.0,0.019305,0.250471
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,24,0.025969,1.575284,0.022375,0.0,0.018854,0.254752
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,25,0.024438,1.50745,0.024335,0.0,0.018338,0.257251
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,26,0.022985,1.442594,0.031069,0.0,0.017592,0.257367
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,27,0.021636,1.381679,0.033822,0.0,0.016831,0.255524
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,28,0.020321,1.321833,0.035411,0.0,0.01609,0.253755
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,29,0.019009,1.262234,0.03641,0.0,0.015394,0.250857
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,123,30,0.017767,1.204133,0.037511,0.0,0.014597,0.24708
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,2,0.080146,3.974013,0.0,0.0,0.004598,0.010882
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,3,0.077484,3.862017,0.0,0.0,0.006465,0.015679
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,4,0.074809,3.748425,0.0,0.0,0.008068,0.020093
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,5,0.072095,3.631787,0.0,0.0,0.009549,0.024153
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,6,0.069369,3.51362,0.0,0.0,0.01085,0.027889
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,7,0.066642,3.394429,0.0,0.0,0.011986,0.032675
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,8,0.063889,3.273124,0.0,0.0,0.013018,0.042254
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,9,0.061107,3.14935,0.0,0.0,0.013996,0.056391
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,10,0.058304,3.023605,0.0,0.0,0.014906,0.073448
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,11,0.055496,2.896666,0.0,0.0,0.01573,0.091915
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,12,0.052678,2.768296,0.0,0.0,0.016497,0.110629
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,13,0.049841,2.63922,0.0,0.0,0.017259,0.129422
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,14,0.047017,2.511707,0.0,0.0,0.01793,0.147461
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,15,0.044223,2.385269,0.0,0.0,0.018621,0.165032
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,16,0.041597,2.265616,0.002956,0.0,0.019065,0.181407
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,17,0.0391,2.152648,0.003935,0.0,0.019463,0.196757
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,18,0.036758,2.050047,0.00972,0.0,0.019718,0.210414
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,19,0.034581,1.953504,0.014779,0.0,0.019838,0.222064
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,20,0.03261,1.868648,0.019405,0.0,0.01974,0.231941
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,21,0.030838,1.792506,0.024821,0.0,0.019524,0.239439
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,22,0.029159,1.72068,0.024686,0.0,0.019321,0.245797
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,23,0.027521,1.649556,0.024825,0.0,0.019193,0.251856
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,24,0.025985,1.582575,0.028855,0.0,0.019038,0.25659
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,25,0.02453,1.517503,0.030686,0.0,0.01874,0.260732
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,26,0.023102,1.453468,0.033128,0.0,0.018316,0.262887
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,27,0.021745,1.392775,0.032052,0.0,0.017725,0.263442
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,28,0.020433,1.33339,0.03101,0.0,0.016936,0.262302
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,29,0.01918,1.277302,0.034302,0.0,0.016212,0.260129
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,42,30,0.018044,1.225811,0.036547,0.0,0.015232,0.256633
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,2,0.08016,3.974476,0.0,0.0,0.004528,0.010553
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,3,0.077527,3.863763,0.0,0.0,0.006307,0.015205
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,4,0.074878,3.751254,0.0,0.0,0.007834,0.019485
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,5,0.072199,3.636213,0.0,0.0,0.009227,0.023423
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,6,0.069505,3.51943,0.0,0.0,0.010457,0.02757
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,7,0.066796,3.400929,0.0,0.0,0.011561,0.032736
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,8,0.064031,3.278706,0.0,0.0,0.012653,0.041763
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,9,0.061272,3.155799,0.0,0.0,0.013603,0.055694
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,10,0.058459,3.029228,0.0,0.0,0.014597,0.07286
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,11,0.055652,2.902145,0.0,0.0,0.01546,0.092327
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,12,0.052854,2.774677,0.0,0.0,0.016234,0.111437
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,13,0.050047,2.647771,0.0,0.0,0.016949,0.129769
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,14,0.047206,2.521487,0.0,0.0,0.017721,0.147909
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,15,0.044406,2.396019,0.0,0.0,0.018376,0.165872
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,16,0.041796,2.278865,0.004569,0.0,0.018766,0.181859
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,17,0.039306,2.167997,0.005764,0.0,0.019033,0.196327
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,18,0.036932,2.065053,0.008533,0.0,0.01924,0.209247
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,19,0.034663,1.966474,0.009599,0.0,0.019417,0.220818
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,20,0.032586,1.876211,0.009287,0.0,0.019534,0.231074
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,21,0.030572,1.788633,0.009926,0.0,0.019598,0.240495
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,22,0.028723,1.708585,0.0135,0.0,0.019425,0.247871
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,23,0.026954,1.632355,0.01548,0.0,0.019091,0.253368
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,24,0.025263,1.559257,0.019546,0.0,0.018779,0.257585
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,25,0.023647,1.489374,0.021867,0.0,0.018336,0.260925
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,26,0.022136,1.422767,0.023978,0.0,0.017796,0.262416
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,27,0.020694,1.359589,0.02629,0.0,0.017146,0.262222
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,28,0.019358,1.30018,0.030004,0.0,0.016347,0.26048
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,29,0.01806,1.242296,0.031179,0.0,0.015648,0.257694
treatment_anti_CTLA4_late,anti_CTLA4_late,rules,456,30,0.016864,1.188955,0.035675,0.0,0.014811,0.255078
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,1,0.082785,4.083627,0.0,0.0,0.002509,0.005554
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,2,0.080154,3.974449,0.0,0.0,0.004649,0.010664
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,3,0.077526,3.864185,0.0,0.0,0.006449,0.015365
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,4,0.074867,3.75136,0.0,0.0,0.008058,0.01969
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,5,0.07221,3.637545,0.0125,0.00575,0.065922,0.069641
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,6,0.069557,3.522977,0.012941,0.005443,0.056145,0.070254
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,7,0.066888,3.40665,0.011938,0.005152,0.048081,0.073922
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,8,0.064198,3.288344,0.011013,0.004878,0.041402,0.080328
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,9,0.061499,3.168741,0.010159,0.004619,0.035751,0.090675
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,10,0.058767,3.046734,0.100497,0.008624,0.088318,0.16465
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,11,0.056142,2.929218,0.102318,0.008129,0.072968,0.174237
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,12,0.053525,2.811648,0.094696,0.00766,0.060363,0.184398
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,13,0.050926,2.694791,0.087664,0.007215,0.049914,0.193485
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,14,0.048355,2.578794,0.081101,0.006793,0.0412,0.20166
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,15,0.045767,2.461741,0.176942,0.009816,0.063443,0.271796
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,16,0.043393,2.35657,0.176811,0.009297,0.051584,0.273102
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,17,0.041186,2.25885,0.16362,0.008806,0.041878,0.274007
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,18,0.039104,2.167884,0.151247,0.008342,0.033923,0.274346
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,19,0.037154,2.082916,0.139731,0.007903,0.027396,0.275512
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,20,0.035243,1.999134,0.237039,0.012238,0.044077,0.33414
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,21,0.033557,1.926285,0.232762,0.011593,0.03542,0.327445
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,22,0.031931,1.855025,0.214723,0.010982,0.028434,0.321315
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,23,0.030384,1.786911,0.19821,0.010405,0.022797,0.31443
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,24,0.02894,1.723354,0.182849,0.009858,0.018254,0.307612
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,25,0.027597,1.662226,0.222103,0.012466,0.031857,0.360692
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,26,0.026435,1.611188,0.218984,0.011811,0.025526,0.345263
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,27,0.025259,1.559509,0.202013,0.01119,0.020445,0.331098
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,28,0.02414,1.50968,0.186357,0.010603,0.016366,0.316971
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,29,0.023071,1.460986,0.171914,0.010048,0.013095,0.301477
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,123,30,0.022028,1.41426,0.248391,0.012272,0.019226,0.342954
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,1,0.082785,4.083627,0.0,0.0,0.002473,0.005668
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,2,0.080146,3.974013,0.0,0.0,0.004598,0.010882
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,3,0.077484,3.862017,0.0,0.0,0.006465,0.015679
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,4,0.074809,3.748425,0.0,0.0,0.008068,0.020093
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,5,0.072095,3.631787,0.0075,0.0065,0.064924,0.072653
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,6,0.069399,3.51512,0.008072,0.006042,0.055354,0.072689
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,7,0.066703,3.397596,0.007446,0.005611,0.04742,0.073221
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,8,0.063983,3.277968,0.006869,0.005205,0.040795,0.079986
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,9,0.061238,3.156126,0.006337,0.004823,0.035201,0.09151
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,10,0.058474,3.032341,0.106846,0.010462,0.084263,0.164109
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,11,0.055824,2.913498,0.109712,0.009756,0.069566,0.174373
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,12,0.053162,2.793635,0.10144,0.00909,0.057474,0.184846
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,13,0.050484,2.672058,0.093732,0.008461,0.047478,0.194833
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,14,0.047796,2.549785,0.086622,0.00787,0.039134,0.20452
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,15,0.045131,2.428204,0.201863,0.011012,0.058716,0.285544
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,16,0.042746,2.320251,0.200313,0.010432,0.047642,0.287429
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,17,0.040485,2.220485,0.184942,0.009883,0.038575,0.288869
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,18,0.038305,2.123325,0.170763,0.009363,0.031168,0.289998
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,19,0.036243,2.032778,0.157606,0.008871,0.02512,0.291142
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,20,0.034341,1.948858,0.239986,0.012056,0.037198,0.357501
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,21,0.03264,1.875648,0.235609,0.011419,0.029856,0.34822
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,22,0.030999,1.803574,0.217426,0.010817,0.023952,0.339437
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,23,0.029392,1.733198,0.200653,0.010247,0.01921,0.330111
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,24,0.027966,1.669062,0.185102,0.009708,0.015396,0.319094
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,25,0.026617,1.608552,0.256257,0.012947,0.024321,0.376358
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,26,0.025454,1.557471,0.249978,0.012265,0.019506,0.355369
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,27,0.024359,1.508638,0.230759,0.01162,0.01564,0.334788
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,28,0.023349,1.463576,0.212875,0.011009,0.012528,0.314609
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,29,0.022373,1.419472,0.196377,0.010431,0.010026,0.295188
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,42,30,0.021414,1.37643,0.264883,0.017884,0.015521,0.339161
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,1,0.082785,4.083627,0.0,0.0,0.002447,0.005496
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,2,0.08016,3.974476,0.0,0.0,0.004528,0.010553
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,3,0.077527,3.863763,0.0,0.0,0.006307,0.015205
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,4,0.074878,3.751254,0.0,0.0,0.007834,0.019485
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,5,0.072199,3.636213,0.00375,0.00425,0.069477,0.072123
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,6,0.069555,3.52193,0.003844,0.004032,0.058847,0.072554
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,7,0.066895,3.405917,0.003546,0.003826,0.050106,0.074856
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,8,0.06418,3.286171,0.003271,0.003631,0.042928,0.080679
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,9,0.061477,3.166037,0.003018,0.003445,0.036838,0.091541
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,10,0.058725,3.042643,0.062534,0.00952,0.096713,0.164564
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,11,0.056059,2.922702,0.064478,0.009023,0.079676,0.174925
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,12,0.053409,2.802648,0.059635,0.008552,0.065682,0.185288
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,13,0.050742,2.681145,0.055167,0.008107,0.054174,0.194851
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,14,0.048043,2.55815,0.051045,0.007684,0.044651,0.203979
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,15,0.045372,2.43604,0.125739,0.013159,0.068175,0.277882
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,16,0.042888,2.324068,0.128935,0.01248,0.055343,0.280428
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,17,0.040492,2.214991,0.119019,0.011836,0.044848,0.2826
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,18,0.038167,2.10988,0.109872,0.011225,0.036298,0.285604
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,19,0.035912,2.007532,0.101434,0.010647,0.029316,0.287347
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,20,0.033769,1.912425,0.180398,0.015223,0.052628,0.34968
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,21,0.031963,1.836706,0.179742,0.014423,0.042251,0.343373
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,22,0.030242,1.760273,0.165966,0.013666,0.033889,0.337426
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,23,0.028601,1.687814,0.153257,0.012949,0.027163,0.330409
treatment_anti_TGFb_early,anti_TGFb_early,deepseek,456,24,0.027117,1.623268,0.141457,0.01227,0.021754,0.32175
