experiment,condition,mode,seed,step,phase_G0,phase_G1,phase_S,phase_G2,phase_M
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,20,0.6085,0.1158,0.1517,0.106,0.0179
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,21,0.6003,0.1124,0.1429,0.114,0.0305
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,22,0.6387,0.1125,0.1252,0.1204,0.0032
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,23,0.6418,0.081,0.1588,0.0762,0.0421
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,24,0.6911,0.0717,0.1178,0.0924,0.0271
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,25,0.7329,0.057,0.1059,0.07,0.0342
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,26,0.7628,0.0481,0.0994,0.0769,0.0128
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,27,0.7796,0.0559,0.0691,0.0954,0
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,28,0.772,0.0259,0.1036,0.0639,0.0345
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,29,0.8135,0.0249,0.0693,0.0799,0.0124
perturbation_TGFB1_KO,TGFB1_KO,deepseek,456,30,0.8305,0.0267,0.0571,0.0648,0.021
perturbation_TGFB1_KO,TGFB1_KO,rules,123,1,0.6301,0.1546,0.1155,0.0861,0.0137
perturbation_TGFB1_KO,TGFB1_KO,rules,123,2,0.6081,0.1776,0.1062,0.083,0.0251
perturbation_TGFB1_KO,TGFB1_KO,rules,123,3,0.6139,0.1714,0.1168,0.0847,0.0132
perturbation_TGFB1_KO,TGFB1_KO,rules,123,4,0.6004,0.1784,0.1115,0.0836,0.026
perturbation_TGFB1_KO,TGFB1_KO,rules,123,5,0.6014,0.1884,0.1069,0.0851,0.0181
perturbation_TGFB1_KO,TGFB1_KO,rules,123,6,0.5925,0.2046,0.1085,0.073,0.0214
perturbation_TGFB1_KO,TGFB1_KO,rules,123,7,0.5871,0.2178,0.1132,0.0662,0.0157
perturbation_TGFB1_KO,TGFB1_KO,rules,123,8,0.5626,0.2367,0.1218,0.0549,0.024
perturbation_TGFB1_KO,TGFB1_KO,rules,123,9,0.5796,0.2127,0.1273,0.0603,0.0201
perturbation_TGFB1_KO,TGFB1_KO,rules,123,10,0.5681,0.2233,0.1297,0.069,0.0099
perturbation_TGFB1_KO,TGFB1_KO,rules,123,11,0.5505,0.2248,0.1384,0.0765,0.0098
perturbation_TGFB1_KO,TGFB1_KO,rules,123,12,0.5541,0.2036,0.1535,0.0759,0.0129
perturbation_TGFB1_KO,TGFB1_KO,rules,123,13,0.5579,0.1849,0.1656,0.0659,0.0257
perturbation_TGFB1_KO,TGFB1_KO,rules,123,14,0.581,0.1635,0.1683,0.0683,0.019
perturbation_TGFB1_KO,TGFB1_KO,rules,123,15,0.5617,0.1646,0.1741,0.0823,0.0174
perturbation_TGFB1_KO,TGFB1_KO,rules,123,16,0.5552,0.1798,0.1609,0.0915,0.0126
perturbation_TGFB1_KO,TGFB1_KO,rules,123,17,0.5533,0.1638,0.1685,0.0986,0.0159
perturbation_TGFB1_KO,TGFB1_KO,rules,123,18,0.5651,0.1492,0.1683,0.0952,0.0222
perturbation_TGFB1_KO,TGFB1_KO,rules,123,19,0.5771,0.1574,0.1479,0.0874,0.0302
perturbation_TGFB1_KO,TGFB1_KO,rules,123,20,0.5965,0.1725,0.1345,0.0744,0.0222
perturbation_TGFB1_KO,TGFB1_KO,rules,123,21,0.6258,0.1608,0.1083,0.0844,0.0207
perturbation_TGFB1_KO,TGFB1_KO,rules,123,22,0.6579,0.1201,0.1365,0.0773,0.0082
perturbation_TGFB1_KO,TGFB1_KO,rules,123,23,0.6661,0.0915,0.1305,0.0983,0.0136
perturbation_TGFB1_KO,TGFB1_KO,rules,123,24,0.6824,0.0733,0.1239,0.1047,0.0157
perturbation_TGFB1_KO,TGFB1_KO,rules,123,25,0.692,0.0634,0.1304,0.0797,0.0344
perturbation_TGFB1_KO,TGFB1_KO,rules,123,26,0.7336,0.0432,0.1388,0.0713,0.0131
perturbation_TGFB1_KO,TGFB1_KO,rules,123,27,0.7505,0.0097,0.1663,0.0445,0.029
perturbation_TGFB1_KO,TGFB1_KO,rules,123,28,0.7937,0.0098,0.1159,0.0609,0.0196
perturbation_TGFB1_KO,TGFB1_KO,rules,123,29,0.813,0.0102,0.0813,0.0874,0.0081
perturbation_TGFB1_KO,TGFB1_KO,rules,123,30,0.8245,0.0085,0.0634,0.0951,0.0085
perturbation_TGFB1_KO,TGFB1_KO,rules,42,1,0.6328,0.1387,0.127,0.0781,0.0234
perturbation_TGFB1_KO,TGFB1_KO,rules,42,2,0.6279,0.1546,0.1183,0.0821,0.0172
perturbation_TGFB1_KO,TGFB1_KO,rules,42,3,0.6041,0.1689,0.122,0.0769,0.0281
perturbation_TGFB1_KO,TGFB1_KO,rules,42,4,0.6058,0.1861,0.1131,0.0785,0.0164
perturbation_TGFB1_KO,TGFB1_KO,rules,42,5,0.5817,0.2136,0.1131,0.079,0.0126
perturbation_TGFB1_KO,TGFB1_KO,rules,42,6,0.5762,0.2163,0.1135,0.0727,0.0213
perturbation_TGFB1_KO,TGFB1_KO,rules,42,7,0.5729,0.2257,0.1094,0.0694,0.0226
perturbation_TGFB1_KO,TGFB1_KO,rules,42,8,0.562,0.2496,0.1053,0.0645,0.0187
perturbation_TGFB1_KO,TGFB1_KO,rules,42,9,0.56,0.2417,0.1083,0.0767,0.0133
perturbation_TGFB1_KO,TGFB1_KO,rules,42,10,0.5378,0.2385,0.1349,0.074,0.0148
perturbation_TGFB1_KO,TGFB1_KO,rules,42,11,0.5429,0.2188,0.1507,0.0681,0.0194
perturbation_TGFB1_KO,TGFB1_KO,rules,42,12,0.5494,0.1943,0.1736,0.0685,0.0143
perturbation_TGFB1_KO,TGFB1_KO,rules,42,13,0.5394,0.2003,0.1751,0.0599,0.0252
perturbation_TGFB1_KO,TGFB1_KO,rules,42,14,0.5604,0.1827,0.1858,0.0588,0.0124
perturbation_TGFB1_KO,TGFB1_KO,rules,42,15,0.555,0.1705,0.1876,0.0729,0.014
perturbation_TGFB1_KO,TGFB1_KO,rules,42,16,0.5516,0.1649,0.1757,0.0924,0.0154
perturbation_TGFB1_KO,TGFB1_KO,rules,42,17,0.5537,0.1472,0.1764,0.1058,0.0169
perturbation_TGFB1_KO,TGFB1_KO,rules,42,18,0.5562,0.1525,0.1541,0.1248,0.0123
perturbation_TGFB1_KO,TGFB1_KO,rules,42,19,0.5505,0.1586,0.1524,0.1135,0.0249
perturbation_TGFB1_KO,TGFB1_KO,rules,42,20,0.5687,0.1485,0.1469,0.1043,0.0316
perturbation_TGFB1_KO,TGFB1_KO,rules,42,21,0.6198,0.1342,0.123,0.099,0.024
perturbation_TGFB1_KO,TGFB1_KO,rules,42,22,0.6559,0.1077,0.1238,0.082,0.0305
perturbation_TGFB1_KO,TGFB1_KO,rules,42,23,0.6919,0.0871,0.1145,0.0919,0.0145
perturbation_TGFB1_KO,TGFB1_KO,rules,42,24,0.7076,0.0698,0.1229,0.0831,0.0166
perturbation_TGFB1_KO,TGFB1_KO,rules,42,25,0.7253,0.0512,0.128,0.07,0.0256
perturbation_TGFB1_KO,TGFB1_KO,rules,42,26,0.7491,0.03,0.1343,0.0689,0.0177
perturbation_TGFB1_KO,TGFB1_KO,rules,42,27,0.757,0.013,0.141,0.0557,0.0334
perturbation_TGFB1_KO,TGFB1_KO,rules,42,28,0.7914,0.0132,0.1147,0.0733,0.0075
perturbation_TGFB1_KO,TGFB1_KO,rules,42,29,0.7924,0.022,0.0978,0.0758,0.012
perturbation_TGFB1_KO,TGFB1_KO,rules,42,30,0.8058,0.0207,0.0702,0.0888,0.0145
perturbation_TGFB1_KO,TGFB1_KO,rules,456,1,0.6275,0.1431,0.1275,0.0843,0.0176
perturbation_TGFB1_KO,TGFB1_KO,rules,456,2,0.6166,0.1407,0.1252,0.0983,0.0193
perturbation_TGFB1_KO,TGFB1_KO,rules,456,3,0.6181,0.1474,0.1267,0.0832,0.0246
perturbation_TGFB1_KO,TGFB1_KO,rules,456,4,0.6089,0.1753,0.1015,0.0959,0.0185
perturbation_TGFB1_KO,TGFB1_KO,rules,456,5,0.5906,0.2065,0.0978,0.087,0.0181
perturbation_TGFB1_KO,TGFB1_KO,rules,456,6,0.5765,0.226,0.1014,0.0641,0.032
perturbation_TGFB1_KO,TGFB1_KO,rules,456,7,0.5879,0.2293,0.1017,0.0707,0.0103
perturbation_TGFB1_KO,TGFB1_KO,rules,456,8,0.5495,0.256,0.0939,0.07,0.0307
perturbation_TGFB1_KO,TGFB1_KO,rules,456,9,0.5662,0.245,0.1076,0.0712,0.0099
perturbation_TGFB1_KO,TGFB1_KO,rules,456,10,0.5426,0.259,0.118,0.0705,0.0098
perturbation_TGFB1_KO,TGFB1_KO,rules,456,11,0.5325,0.2435,0.1461,0.0601,0.0179
perturbation_TGFB1_KO,TGFB1_KO,rules,456,12,0.5408,0.2192,0.1664,0.0448,0.0288
perturbation_TGFB1_KO,TGFB1_KO,rules,456,13,0.5516,0.2109,0.1734,0.0516,0.0125
perturbation_TGFB1_KO,TGFB1_KO,rules,456,14,0.5326,0.2189,0.1755,0.0637,0.0093
perturbation_TGFB1_KO,TGFB1_KO,rules,456,15,0.5273,0.1903,0.1919,0.0827,0.0078
perturbation_TGFB1_KO,TGFB1_KO,rules,456,16,0.5313,0.1755,0.1928,0.0862,0.0141
perturbation_TGFB1_KO,TGFB1_KO,rules,456,17,0.546,0.1466,0.1919,0.0952,0.0203
perturbation_TGFB1_KO,TGFB1_KO,rules,456,18,0.5628,0.1364,0.1705,0.1085,0.0217
perturbation_TGFB1_KO,TGFB1_KO,rules,456,19,0.5681,0.1549,0.1549,0.1017,0.0203
perturbation_TGFB1_KO,TGFB1_KO,rules,456,20,0.5699,0.1507,0.1554,0.1099,0.0141
perturbation_TGFB1_KO,TGFB1_KO,rules,456,21,0.5946,0.1138,0.1522,0.1154,0.024
perturbation_TGFB1_KO,TGFB1_KO,rules,456,22,0.6266,0.0987,0.1513,0.0888,0.0345
perturbation_TGFB1_KO,TGFB1_KO,rules,456,23,0.6749,0.0887,0.1232,0.0936,0.0197
perturbation_TGFB1_KO,TGFB1_KO,rules,456,24,0.7007,0.0819,0.1154,0.0803,0.0217
perturbation_TGFB1_KO,TGFB1_KO,rules,456,25,0.7237,0.0725,0.114,0.0639,0.0259
perturbation_TGFB1_KO,TGFB1_KO,rules,456,26,0.7518,0.0355,0.1188,0.0816,0.0124
perturbation_TGFB1_KO,TGFB1_KO,rules,456,27,0.763,0.0056,0.1185,0.0833,0.0296
perturbation_TGFB1_KO,TGFB1_KO,rules,456,28,0.8011,0.0057,0.1023,0.0833,0.0076
perturbation_TGFB1_KO,TGFB1_KO,rules,456,29,0.804,0.004,0.097,0.0851,0.0099
perturbation_TGFB1_KO,TGFB1_KO,rules,456,30,0.8112,0.0062,0.0892,0.0643,0.029
perturbation_IL2_KO,IL2_KO,deepseek,123,1,0.6301,0.1546,0.1155,0.0861,0.0137
perturbation_IL2_KO,IL2_KO,deepseek,123,2,0.6081,0.1776,0.1062,0.083,0.0251
perturbation_IL2_KO,IL2_KO,deepseek,123,3,0.6139,0.1714,0.1168,0.0847,0.0132
perturbation_IL2_KO,IL2_KO,deepseek,123,4,0.6004,0.1784,0.1115,0.0836,0.026
perturbation_IL2_KO,IL2_KO,deepseek,123,5,0.641,0.1557,0.1044,0.0806,0.0183
perturbation_IL2_KO,IL2_KO,deepseek,123,6,0.6061,0.1978,0.1061,0.0701,0.0198
perturbation_IL2_KO,IL2_KO,deepseek,123,7,0.5855,0.224,0.1129,0.0617,0.0159
perturbation_IL2_KO,IL2_KO,deepseek,123,8,0.5642,0.2396,0.1215,0.0521,0.0226
perturbation_IL2_KO,IL2_KO,deepseek,123,9,0.5789,0.2156,0.1273,0.0594,0.0187
perturbation_IL2_KO,IL2_KO,deepseek,123,10,0.6166,0.1848,0.1244,0.0674,0.0069
perturbation_IL2_KO,IL2_KO,deepseek,123,11,0.5636,0.2182,0.134,0.0756,0.0086
perturbation_IL2_KO,IL2_KO,deepseek,123,12,0.5639,0.2283,0.121,0.0733,0.0136
perturbation_IL2_KO,IL2_KO,deepseek,123,13,0.5659,0.1892,0.1554,0.0625,0.027
perturbation_IL2_KO,IL2_KO,deepseek,123,14,0.5868,0.162,0.1702,0.0645,0.0165
perturbation_IL2_KO,IL2_KO,deepseek,123,15,0.6178,0.1111,0.1785,0.0758,0.0168
perturbation_IL2_KO,IL2_KO,deepseek,123,16,0.575,0.1633,0.1667,0.0833,0.0117
perturbation_IL2_KO,IL2_KO,deepseek,123,17,0.5743,0.1803,0.1352,0.0935,0.0167
perturbation_IL2_KO,IL2_KO,deepseek,123,18,0.5877,0.1325,0.1887,0.0728,0.0182
perturbation_IL2_KO,IL2_KO,deepseek,123,19,0.5894,0.144,0.149,0.0894,0.0281
perturbation_IL2_KO,IL2_KO,deepseek,123,20,0.6394,0.1269,0.1269,0.0868,0.02
perturbation_IL2_KO,IL2_KO,deepseek,123,21,0.6452,0.1353,0.099,0.0957,0.0248
perturbation_IL2_KO,IL2_KO,deepseek,123,22,0.6727,0.1358,0.0867,0.1047,0
perturbation_IL2_KO,IL2_KO,deepseek,123,23,0.6728,0.0768,0.1452,0.0718,0.0334
perturbation_IL2_KO,IL2_KO,deepseek,123,24,0.7169,0.0593,0.1068,0.0983,0.0186
perturbation_IL2_KO,IL2_KO,deepseek,123,25,0.7517,0.0469,0.1007,0.066,0.0347
perturbation_IL2_KO,IL2_KO,deepseek,123,26,0.7924,0.026,0.1055,0.0657,0.0104
perturbation_IL2_KO,IL2_KO,deepseek,123,27,0.7968,0.0306,0.1007,0.0683,0.0036
perturbation_IL2_KO,IL2_KO,deepseek,123,28,0.7912,0.0172,0.1207,0.0268,0.0441
perturbation_IL2_KO,IL2_KO,deepseek,123,29,0.8378,0.0154,0.0676,0.0734,0.0058
perturbation_IL2_KO,IL2_KO,deepseek,123,30,0.8505,0.0121,0.0525,0.0707,0.0141
perturbation_IL2_KO,IL2_KO,deepseek,42,1,0.6328,0.1387,0.127,0.0781,0.0234
perturbation_IL2_KO,IL2_KO,deepseek,42,2,0.6279,0.1546,0.1183,0.0821,0.0172
perturbation_IL2_KO,IL2_KO,deepseek,42,3,0.6041,0.1689,0.122,0.0769,0.0281
perturbation_IL2_KO,IL2_KO,deepseek,42,4,0.6058,0.1861,0.1131,0.0785,0.0164
perturbation_IL2_KO,IL2_KO,deepseek,42,5,0.6284,0.1658,0.1148,0.0783,0.0128
perturbation_IL2_KO,IL2_KO,deepseek,42,6,0.5863,0.205,0.1151,0.0737,0.0198
perturbation_IL2_KO,IL2_KO,deepseek,42,7,0.5838,0.2116,0.1111,0.0705,0.0229
perturbation_IL2_KO,IL2_KO,deepseek,42,8,0.569,0.2397,0.1069,0.0655,0.019
perturbation_IL2_KO,IL2_KO,deepseek,42,9,0.5618,0.2403,0.1066,0.0778,0.0135
perturbation_IL2_KO,IL2_KO,deepseek,42,10,0.5952,0.1938,0.1263,0.0692,0.0156
perturbation_IL2_KO,IL2_KO,deepseek,42,11,0.569,0.2078,0.1414,0.063,0.0187
perturbation_IL2_KO,IL2_KO,deepseek,42,12,0.5736,0.2224,0.1254,0.0652,0.0134
perturbation_IL2_KO,IL2_KO,deepseek,42,13,0.5638,0.1973,0.1575,0.0564,0.0249
perturbation_IL2_KO,IL2_KO,deepseek,42,14,0.5805,0.1837,0.1675,0.0585,0.0098
perturbation_IL2_KO,IL2_KO,deepseek,42,15,0.604,0.1431,0.1714,0.0715,0.01
perturbation_IL2_KO,IL2_KO,deepseek,42,16,0.5679,0.1623,0.1672,0.0861,0.0166
perturbation_IL2_KO,IL2_KO,deepseek,42,17,0.5764,0.1741,0.1379,0.0969,0.0148
perturbation_IL2_KO,IL2_KO,deepseek,42,18,0.5721,0.1525,0.1754,0.0869,0.0131
perturbation_IL2_KO,IL2_KO,deepseek,42,19,0.563,0.1555,0.1522,0.1064,0.0229
perturbation_IL2_KO,IL2_KO,deepseek,42,20,0.6047,0.1206,0.1457,0.0972,0.0318
perturbation_IL2_KO,IL2_KO,deepseek,42,21,0.625,0.1234,0.1266,0.1003,0.0247
perturbation_IL2_KO,IL2_KO,deepseek,42,22,0.6574,0.1272,0.0979,0.1142,0.0033
perturbation_IL2_KO,IL2_KO,deepseek,42,23,0.6578,0.0897,0.1395,0.0748,0.0382
perturbation_IL2_KO,IL2_KO,deepseek,42,24,0.7105,0.0757,0.1069,0.0872,0.0197
perturbation_IL2_KO,IL2_KO,deepseek,42,25,0.7378,0.0521,0.1176,0.0639,0.0286
perturbation_IL2_KO,IL2_KO,deepseek,42,26,0.7597,0.0389,0.11,0.0728,0.0186
perturbation_IL2_KO,IL2_KO,deepseek,42,27,0.782,0.0415,0.09,0.0848,0.0017
perturbation_IL2_KO,IL2_KO,deepseek,42,28,0.784,0.02,0.1125,0.0508,0.0327
perturbation_IL2_KO,IL2_KO,deepseek,42,29,0.8172,0.0187,0.0802,0.0728,0.0112
perturbation_IL2_KO,IL2_KO,deepseek,42,30,0.8287,0.0159,0.0737,0.0538,0.0279
perturbation_IL2_KO,IL2_KO,deepseek,456,1,0.6275,0.1431,0.1275,0.0843,0.0176
perturbation_IL2_KO,IL2_KO,deepseek,456,2,0.6166,0.1407,0.1252,0.0983,0.0193
perturbation_IL2_KO,IL2_KO,deepseek,456,3,0.6181,0.1474,0.1267,0.0832,0.0246
perturbation_IL2_KO,IL2_KO,deepseek,456,4,0.6089,0.1753,0.1015,0.0959,0.0185
perturbation_IL2_KO,IL2_KO,deepseek,456,5,0.6372,0.1657,0.0976,0.081,0.0184
perturbation_IL2_KO,IL2_KO,deepseek,456,6,0.5931,0.2152,0.1013,0.0597,0.0307
perturbation_IL2_KO,IL2_KO,deepseek,456,7,0.5947,0.2263,0.1018,0.0702,0.007
perturbation_IL2_KO,IL2_KO,deepseek,456,8,0.5523,0.2526,0.0941,0.0714,0.0296
perturbation_IL2_KO,IL2_KO,deepseek,456,9,0.5702,0.2386,0.1083,0.0728,0.0102
perturbation_IL2_KO,IL2_KO,deepseek,456,10,0.5867,0.2177,0.1173,0.068,0.0102
perturbation_IL2_KO,IL2_KO,deepseek,456,11,0.5447,0.2378,0.1433,0.0556,0.0185
perturbation_IL2_KO,IL2_KO,deepseek,456,12,0.5506,0.2504,0.1294,0.0448,0.0249
perturbation_IL2_KO,IL2_KO,deepseek,456,13,0.5528,0.2195,0.1626,0.052,0.013
perturbation_IL2_KO,IL2_KO,deepseek,456,14,0.5332,0.2172,0.175,0.0665,0.0081
perturbation_IL2_KO,IL2_KO,deepseek,456,15,0.5552,0.1647,0.1878,0.084,0.0082
perturbation_IL2_KO,IL2_KO,deepseek,456,16,0.5328,0.182,0.1869,0.0852,0.0131
perturbation_IL2_KO,IL2_KO,deepseek,456,17,0.5373,0.1883,0.1558,0.0974,0.0211
perturbation_IL2_KO,IL2_KO,deepseek,456,18,0.5595,0.1479,0.1961,0.0756,0.0209
perturbation_IL2_KO,IL2_KO,deepseek,456,19,0.5515,0.1616,0.1648,0.0951,0.0269
perturbation_IL2_KO,IL2_KO,deepseek,456,20,0.5997,0.1222,0.1608,0.1061,0.0113
perturbation_IL2_KO,IL2_KO,deepseek,456,21,0.5916,0.1141,0.1447,0.119,0.0305
perturbation_IL2_KO,IL2_KO,deepseek,456,22,0.6319,0.1122,0.1264,0.1264,0.0032
perturbation_IL2_KO,IL2_KO,deepseek,456,23,0.6292,0.0931,0.1493,0.0835,0.0449
perturbation_IL2_KO,IL2_KO,deepseek,456,24,0.6906,0.0829,0.11,0.0909,0.0255
perturbation_IL2_KO,IL2_KO,deepseek,456,25,0.7301,0.065,0.1057,0.0683,0.0309
perturbation_IL2_KO,IL2_KO,deepseek,456,26,0.739,0.062,0.1028,0.0865,0.0098
perturbation_IL2_KO,IL2_KO,deepseek,456,27,0.745,0.0679,0.0728,0.1126,0.0017
perturbation_IL2_KO,IL2_KO,deepseek,456,28,0.7374,0.0452,0.1009,0.0748,0.0417
perturbation_IL2_KO,IL2_KO,deepseek,456,29,0.7899,0.0469,0.0712,0.0747,0.0174
perturbation_IL2_KO,IL2_KO,deepseek,456,30,0.808,0.0402,0.075,0.0494,0.0274
perturbation_IL2_KO,IL2_KO,rules,123,1,0.6301,0.1546,0.1155,0.0861,0.0137
perturbation_IL2_KO,IL2_KO,rules,123,2,0.6081,0.1776,0.1062,0.083,0.0251
perturbation_IL2_KO,IL2_KO,rules,123,3,0.6139,0.1714,0.1168,0.0847,0.0132
perturbation_IL2_KO,IL2_KO,rules,123,4,0.6004,0.1784,0.1115,0.0836,0.026
perturbation_IL2_KO,IL2_KO,rules,123,5,0.6014,0.1884,0.1069,0.0851,0.0181
perturbation_IL2_KO,IL2_KO,rules,123,6,0.5925,0.2046,0.1085,0.073,0.0214
perturbation_IL2_KO,IL2_KO,rules,123,7,0.5871,0.2178,0.1132,0.0662,0.0157
perturbation_IL2_KO,IL2_KO,rules,123,8,0.5626,0.2367,0.1218,0.0549,0.024
perturbation_IL2_KO,IL2_KO,rules,123,9,0.5796,0.2127,0.1273,0.0603,0.0201
perturbation_IL2_KO,IL2_KO,rules,123,10,0.5681,0.2233,0.1297,0.069,0.0099
perturbation_IL2_KO,IL2_KO,rules,123,11,0.5505,0.2248,0.1384,0.0765,0.0098
perturbation_IL2_KO,IL2_KO,rules,123,12,0.5541,0.2036,0.1535,0.0759,0.0129
perturbation_IL2_KO,IL2_KO,rules,123,13,0.5579,0.1849,0.1656,0.0659,0.0257
perturbation_IL2_KO,IL2_KO,rules,123,14,0.581,0.1635,0.1683,0.0683,0.019
perturbation_IL2_KO,IL2_KO,rules,123,15,0.5617,0.1646,0.1741,0.0823,0.0174
perturbation_IL2_KO,IL2_KO,rules,123,16,0.5552,0.1798,0.1609,0.0915,0.0126
perturbation_IL2_KO,IL2_KO,rules,123,17,0.5533,0.1638,0.1685,0.0986,0.0159
perturbation_IL2_KO,IL2_KO,rules,123,18,0.5651,0.1492,0.1683,0.0952,0.0222
perturbation_IL2_KO,IL2_KO,rules,123,19,0.5771,0.1574,0.1479,0.0874,0.0302
perturbation_IL2_KO,IL2_KO,rules,123,20,0.5965,0.1725,0.1345,0.0744,0.0222
perturbation_IL2_KO,IL2_KO,rules,123,21,0.6258,0.1608,0.1083,0.0844,0.0207
perturbation_IL2_KO,IL2_KO,rules,123,22,0.6579,0.1201,0.1365,0.0773,0.0082
perturbation_IL2_KO,IL2_KO,rules,123,23,0.6661,0.0915,0.1305,0.0983,0.0136
perturbation_IL2_KO,IL2_KO,rules,123,24,0.6824,0.0733,0.1239,0.1047,0.0157
perturbation_IL2_KO,IL2_KO,rules,123,25,0.692,0.0634,0.1304,0.0797,0.0344
perturbation_IL2_KO,IL2_KO,rules,123,26,0.7336,0.0432,0.1388,0.0713,0.0131
perturbation_IL2_KO,IL2_KO,rules,123,27,0.7505,0.0097,0.1663,0.0445,0.029
perturbation_IL2_KO,IL2_KO,rules,123,28,0.7937,0.0098,0.1159,0.0609,0.0196
perturbation_IL2_KO,IL2_KO,rules,123,29,0.813,0.0102,0.0813,0.0874,0.0081
perturbation_IL2_KO,IL2_KO,rules,123,30,0.8245,0.0085,0.0634,0.0951,0.0085
perturbation_IL2_KO,IL2_KO,rules,42,1,0.6328,0.1387,0.127,0.0781,0.0234
perturbation_IL2_KO,IL2_KO,rules,42,2,0.6279,0.1546,0.1183,0.0821,0.0172
perturbation_IL2_KO,IL2_KO,rules,42,3,0.6041,0.1689,0.122,0.0769,0.0281
perturbation_IL2_KO,IL2_KO,rules,42,4,0.6058,0.1861,0.1131,0.0785,0.0164
perturbation_IL2_KO,IL2_KO,rules,42,5,0.5817,0.2136,0.1131,0.079,0.0126
perturbation_IL2_KO,IL2_KO,rules,42,6,0.5762,0.2163,0.1135,0.0727,0.0213
perturbation_IL2_KO,IL2_KO,rules,42,7,0.5729,0.2257,0.1094,0.0694,0.0226
perturbation_IL2_KO,IL2_KO,rules,42,8,0.562,0.2496,0.1053,0.0645,0.0187
perturbation_IL2_KO,IL2_KO,rules,42,9,0.56,0.2417,0.1083,0.0767,0.0133
perturbation_IL2_KO,IL2_KO,rules,42,10,0.5378,0.2385,0.1349,0.074,0.0148
perturbation_IL2_KO,IL2_KO,rules,42,11,0.5429,0.2188,0.1507,0.0681,0.0194
perturbation_IL2_KO,IL2_KO,rules,42,12,0.5494,0.1943,0.1736,0.0685,0.0143
perturbation_IL2_KO,IL2_KO,rules,42,13,0.5394,0.2003,0.1751,0.0599,0.0252
perturbation_IL2_KO,IL2_KO,rules,42,14,0.5604,0.1827,0.1858,0.0588,0.0124
perturbation_IL2_KO,IL2_KO,rules,42,15,0.555,0.1705,0.1876,0.0729,0.014
perturbation_IL2_KO,IL2_KO,rules,42,16,0.5516,0.1649,0.1757,0.0924,0.0154
perturbation_IL2_KO,IL2_KO,rules,42,17,0.5537,0.1472,0.1764,0.1058,0.0169
perturbation_IL2_KO,IL2_KO,rules,42,18,0.5562,0.1525,0.1541,0.1248,0.0123
perturbation_IL2_KO,IL2_KO,rules,42,19,0.5505,0.1586,0.1524,0.1135,0.0249
perturbation_IL2_KO,IL2_KO,rules,42,20,0.5687,0.1485,0.1469,0.1043,0.0316
perturbation_IL2_KO,IL2_KO,rules,42,21,0.6198,0.1342,0.123,0.099,0.024
perturbation_IL2_KO,IL2_KO,rules,42,22,0.6559,0.1077,0.1238,0.082,0.0305
perturbation_IL2_KO,IL2_KO,rules,42,23,0.6919,0.0871,0.1145,0.0919,0.0145
perturbation_IL2_KO,IL2_KO,rules,42,24,0.7076,0.0698,0.1229,0.0831,0.0166
perturbation_IL2_KO,IL2_KO,rules,42,25,0.7253,0.0512,0.128,0.07,0.0256
perturbation_IL2_KO,IL2_KO,rules,42,26,0.7491,0.03,0.1343,0.0689,0.0177
perturbation_IL2_KO,IL2_KO,rules,42,27,0.757,0.013,0.141,0.0557,0.0334
perturbation_IL2_KO,IL2_KO,rules,42,28,0.7914,0.0132,0.1147,0.0733,0.0075
perturbation_IL2_KO,IL2_KO,rules,42,29,0.7924,0.022,0.0978,0.0758,0.012
perturbation_IL2_KO,IL2_KO,rules,42,30,0.8058,0.0207,0.0702,0.0888,0.0145
perturbation_IL2_KO,IL2_KO,rules,456,1,0.6275,0.1431,0.1275,0.0843,0.0176
perturbation_IL2_KO,IL2_KO,rules,456,2,0.6166,0.1407,0.1252,0.0983,0.0193
perturbation_IL2_KO,IL2_KO,rules,456,3,0.6181,0.1474,0.1267,0.0832,0.0246
perturbation_IL2_KO,IL2_KO,rules,456,4,0.6089,0.1753,0.1015,0.0959,0.0185
perturbation_IL2_KO,IL2_KO,rules,456,5,0.5906,0.2065,0.0978,0.087,0.0181
perturbation_IL2_KO,IL2_KO,rules,456,6,0.5765,0.226,0.1014,0.0641,0.032
perturbation_IL2_KO,IL2_KO,rules,456,7,0.5879,0.2293,0.1017,0.0707,0.0103
perturbation_IL2_KO,IL2_KO,rules,456,8,0.5495,0.256,0.0939,0.07,0.0307
perturbation_IL2_KO,IL2_KO,rules,456,9,0.5662,0.245,0.1076,0.0712,0.0099
perturbation_IL2_KO,IL2_KO,rules,456,10,0.5426,0.259,0.118,0.0705,0.0098
perturbation_IL2_KO,IL2_KO,rules,456,11,0.5325,0.2435,0.1461,0.0601,0.0179
perturbation_IL2_KO,IL2_KO,rules,456,12,0.5408,0.2192,0.1664,0.0448,0.0288
perturbation_IL2_KO,IL2_KO,rules,456,13,0.5516,0.2109,0.1734,0.0516,0.0125
